policy,candidatesupport,taxesfortreatment,emotionscale,sw,sb,ns,uw,ub,pooledwhite,pooledblack,pooledsymp,pooledunsymp,treat,RR,whiteid,racialstereotype,conservative,moderate,liberal,republican,independent,democrat,age,region,hsgrad,somecollege,collegegrad,postgrad,female,d25kto34k,d35kto49k,d50kto74k,d75kto99k,d100kto149k,d150kormore,pid7,ideo,perwhiteaddicts,perblackaddicts,overrepwhiteaddicts,overrepblackaddicts,sympathymike,opioidnews,state
1,0.75,1,0.825,1,0,0,0,0,1,0,1,0,Sympathetic White,0.125,0.5,0,0,0,1,0,1,0,37,Midwest,0,0,1,0,1,0,0,1,0,0,0,0.5,3,0.9,0.05,1,0,0.75,Fairly closely,SD
1,0.5,0.2,0.375,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.375,0,-0.166666667,0,1,0,0,0,1,39,South,0,0,0,1,1,0,1,0,0,0,0,0.333333333,4,0.6,0.3,0,1,0.25,Not too closely,TX
1,0.5,0.2,0.55,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,1,0,0,1,0,0,58,Northeast,0,0,1,0,0,0,0,0,0,0,1,0.666666667,5,0.5,0.3,0,1,0.75,Not too closely,MA
1,0.5,0,0.6,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,0.5,0,0,1,0,1,0,0,38,South,0,1,0,0,1,0,0,0,1,0,0,0.833333333,4,0.6,0.2,0,1,0.75,Not closely at all,VA
1,0.5,0,0.8,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,0.5,0,1,0,0,1,0,0,46,West,0,1,0,0,0,0,0,0,1,0,0,1,6,0.4,0.4,0,1,0.5,Not too closely,CA
0,0.25,0,0.25,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0,NA,NA,NA,NA,NA,NA,34,South,1,0,0,0,0,0,1,0,0,0,0,NA,NA,0.4,0.4,0,1,0,Not too closely,NC
1,0.75,0.2,0.55,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.375,0,0,0,0,1,0,0,1,29,South,1,0,0,0,1,0,1,0,0,0,0,0.333333333,2,0.45,0.45,0,1,0,Not too closely,VA
1,1,0.6,0.85,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.375,1,0,NA,NA,NA,NA,NA,NA,34,Midwest,0,0,1,0,0,0,0,0,0,1,0,NA,NA,0.5,0.3,0,1,1,Fairly closely,IL
0,0.5,0,0.775,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.875,0,0,NA,NA,NA,NA,NA,NA,72,South,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0.5,0.3,0,1,0.25,Not too closely,GA
1,0.5,0.4,0.65,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0.5,0.166666667,0,1,0,0,1,0,31,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.5,4,0.5,0.25,0,1,0.75,Fairly closely,NE
0,0.5,0.2,0.775,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0,0,0,0,1,0,1,0,34,South,0,0,0,0,0,0,1,0,0,0,0,0.5,2,0.64,0.12,1,1,0.25,Not too closely,FL
1,0.75,0.6,0.7,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,0,0,0,1,0,0,1,64,Northeast,0,0,0,1,1,0,0,0,0,1,0,0.333333333,3,0.35,0.55,0,1,0.75,Not too closely,PA
1,0.5,0.6,0.85,0,0,1,0,0,0,0,0,0,No Story,0.375,0,0,0,0,1,0,0,1,67,South,0,0,1,0,1,0,0,0,0,1,0,0,1,0.6,0.3,0,1,NA,Not too closely,FL
0,0,0,0.475,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0.25,0,1,0,0,1,0,0,41,West,1,0,0,0,0,0,1,0,0,0,0,1,6,0.33,0.34,0,1,0.25,Not too closely,AK
0,0.25,0,0.225,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0,0,1,0,0,1,0,0,45,Northeast,0,0,0,1,0,0,0,0,1,0,0,0.666666667,5,0.35,0.4,0,1,0,Not too closely,PA
1,1,0.2,0.325,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.25,0.25,0,0,0,1,0,0,1,45,South,0,1,0,0,1,0,1,0,0,0,0,0,2,0.4,0.4,0,1,1,Fairly closely,WV
1,0.75,0.4,0.7,0,0,1,0,0,0,0,0,0,No Story,0.375,0,0,0,1,0,0,0,1,40,West,0,0,1,0,0,0,0,0,0,0,1,0.333333333,4,0.8,0.15,1,1,NA,Fairly closely,CO
1,0.5,0.4,0.65,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0.5,0,0,0,1,0,0,1,39,Midwest,0,0,0,1,1,0,0,0,0,1,0,0.166666667,3,0.6,0.3,0,1,0.5,Not too closely,IN
1,0.75,0.2,NA,0,0,1,0,0,0,0,0,0,No Story,1,1,-0.166666667,0,0,1,0,0,1,60,South,0,0,0,1,0,0,1,0,0,0,0,0.333333333,2,0.6,0.3,0,1,NA,Fairly closely,FL
1,0.75,0.4,0.55,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.375,0.25,0,0,1,0,0,1,0,39,West,0,0,1,0,0,0,0,1,0,0,0,0.5,4,0.83,0.05,1,0,0.5,Not too closely,CA
1,0.5,0.2,0.375,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.625,0,0,0,1,0,1,0,0,54,South,0,0,1,0,1,0,1,0,0,0,0,0.833333333,4,0.45,0.4,0,1,0.5,Not closely at all,TN
1,1,0.4,0.575,0,0,1,0,0,0,0,0,0,No Story,0.75,1,0,1,0,0,1,0,0,51,Northeast,0,1,0,0,0,1,0,0,0,0,0,1,7,0.3,0.4,0,1,NA,Fairly closely,RI
1,1,0.8,0.925,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0,0,0,0,1,0,0,1,39,Northeast,0,0,1,0,1,0,0,1,0,0,0,0.166666667,2,0.5,0.25,0,1,1,Fairly closely,VT
0,0.75,0.2,0.35,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0,0,1,0,0,1,0,40,South,0,1,0,0,1,1,0,0,0,0,0,0.5,4,0.75,0.2,1,1,0,Not closely at all,TX
1,0.75,0.8,0.575,0,0,1,0,0,0,0,0,0,No Story,0.875,0.75,0,0,1,0,0,0,1,50,Midwest,0,1,0,0,1,0,0,1,0,0,0,0.333333333,4,0.6,0.3,0,1,NA,Not too closely,IN
1,0.5,0,0.4,1,0,0,0,0,1,0,1,0,Sympathetic White,0.875,1,0.166666667,1,0,0,1,0,0,66,West,0,1,0,0,1,0,0,1,0,0,0,0.833333333,6,0.3,0.4,0,1,0.5,Not too closely,NV
1,0.75,0,0.55,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0.75,0.333333333,1,0,0,1,0,0,81,South,0,0,0,1,1,0,0,0,0,1,0,1,6,0.35,0.4,0,1,0,Not too closely,LA
1,1,0.4,0.775,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0.5,0,0,0,1,0,0,1,53,West,0,0,1,0,1,0,0,0,1,0,0,0,2,0.7,0.12,1,1,0.75,Fairly closely,CA
1,1,0,0.55,0,0,1,0,0,0,0,0,0,No Story,0.5,0.25,-0.166666667,1,0,0,0,0,1,41,West,0,0,0,1,1,0,0,0,1,0,0,0.166666667,5,0.8,0.05,1,0,NA,Not too closely,CA
1,0,0.6,0.85,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.25,0,0,0,1,0,0,1,67,Northeast,0,0,1,0,0,0,0,1,0,0,0,0.333333333,2,0.6,0.2,0,1,0.5,Not too closely,MA
1,1,1,0.725,1,0,0,0,0,1,0,1,0,Sympathetic White,0.875,0,0,1,0,0,0,0,1,60,West,0,0,1,0,1,0,0,0,0,0,0,0.166666667,5,0.6,0.1,0,0,0.25,Not closely at all,AZ
0,0.5,0.4,0.325,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0.25,0.166666667,0,1,0,0,0,1,52,Midwest,0,0,1,0,1,0,1,0,0,0,0,0,4,0.7,0.2,1,1,0,Not closely at all,IN
0,0.25,0,0.625,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,1,0.333333333,1,0,0,1,0,0,82,Midwest,1,0,0,0,0,0,0,1,0,0,0,0.666666667,6,0.2,0.45,0,1,0.75,Fairly closely,OH
1,0.5,0.4,0.525,0,0,1,0,0,0,0,0,0,No Story,1,0,0,0,0,1,1,0,0,43,South,0,0,1,0,0,1,0,0,0,0,0,0.666666667,3,0.5,0.25,0,1,NA,Not closely at all,TN
1,0.5,0,0.8,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.625,0,0,1,0,0,1,0,0,32,Midwest,0,1,0,0,0,0,0,0,0,1,0,0.666666667,5,0.7,0.2,1,1,0.5,Fairly closely,NE
0,0.75,0.8,0.55,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0.25,0,0,0,1,0,0,1,39,South,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6,0.4,0,1,0.75,Not too closely,AL
0,0.5,0.2,NA,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.625,0.75,0,1,0,0,1,0,0,65,Northeast,0,0,1,0,1,0,0,0,1,0,0,1,6,0.45,0.3,0,1,0,Not closely at all,NH
1,0.75,0.8,0.45,0,0,1,0,0,0,0,0,0,No Story,0,0.25,0,0,0,1,0,0,1,59,South,0,0,0,1,0,0,0,0,0,1,0,0,2,0.5,0.2,0,1,NA,Not too closely,MD
0,0.25,0,0.875,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.625,0,0,0,1,0,0,0,1,69,Midwest,1,0,0,0,1,0,0,1,0,0,0,0,4,0.35,0.4,0,1,0.25,Not too closely,IA
0,0.5,0.6,0.5,0,0,1,0,0,0,0,0,0,No Story,0.5,0.5,0,1,0,0,1,0,0,51,South,0,0,1,0,0,0,1,0,0,0,0,1,6,0.5,0.5,0,1,NA,Not too closely,TN
1,0.75,0,0.5,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0,0,0,0,1,1,0,0,49,Midwest,0,0,1,0,1,0,0,0,0,0,0,0.666666667,3,0.5,0.4,0,1,0.5,Not too closely,IN
1,0.75,0.6,0.45,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.125,0.25,0,0,0,1,0,0,1,55,Northeast,0,0,1,0,1,0,0,0,0,0,1,0.166666667,1,0.7,0.2,1,1,0.5,Not too closely,NY
1,0.75,0.6,0.525,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.25,0,0,1,0,0,1,0,51,Midwest,0,0,0,1,0,0,0,0,0,0,1,0.5,4,0.64,0.12,1,1,0.5,Not too closely,MI
1,0.75,0.4,0.275,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0,0,0,0,1,0,0,1,25,Midwest,0,0,1,0,0,0,0,0,0,1,0,0.166666667,3,0.4,0.3,0,1,0.25,Not too closely,ND
1,0.5,0.6,0.675,1,0,0,0,0,1,0,1,0,Sympathetic White,0.375,0.25,0,0,1,0,0,0,1,76,Midwest,0,1,0,0,1,0,1,0,0,0,0,0.166666667,4,0.3,0.4,0,1,0.5,Not too closely,WI
1,0.5,0.2,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,0,0,1,0,0,1,0,0,45,South,0,0,0,1,0,0,0,0,0,1,0,0.666666667,5,0.35,0.45,0,1,0.5,Not too closely,SC
1,1,1,0.875,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0.5,0,NA,NA,NA,0,1,0,33,West,0,0,1,0,1,0,0,0,0,0,0,0.5,NA,0.85,0.1,1,0,1,Not too closely,OR
0,0.5,0,0.5,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0,0,0,0,1,1,0,0,59,South,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,0.5,0,1,0,Not closely at all,TN
0,0.25,0,0.625,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0,0,0,0,1,1,0,0,68,Midwest,0,1,0,0,1,0,0,0,0,0,0,1,2,0.4,0.4,0,1,0.25,Not too closely,KS
1,0.75,0.8,0.875,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,0,0,0,1,0,0,1,69,South,0,0,0,1,1,0,0,0,0,1,0,0.333333333,1,0.8,0.15,1,1,1,Fairly closely,FL
1,1,0.4,0.8,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0,-0.166666667,NA,NA,NA,NA,NA,NA,27,Midwest,0,0,1,0,0,0,1,0,0,0,0,NA,NA,0.3,0.5,0,1,1,Not too closely,NE
1,0.75,0.2,0.425,0,0,1,0,0,0,0,0,0,No Story,0.25,0.5,-0.333333333,1,0,0,0,1,0,50,South,0,0,1,0,1,0,0,0,0,1,0,0.5,5,0.6,0.15,0,1,NA,Fairly closely,NC
0,0.5,0,0.35,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0.75,0.166666667,1,0,0,1,0,0,52,South,0,1,0,0,1,0,1,0,0,0,0,1,7,0.64,0.12,1,1,0.5,Fairly closely,FL
1,0.5,0,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.875,0.75,0,NA,NA,NA,NA,NA,NA,18,South,0,0,0,0,1,0,0,0,1,0,0,NA,NA,0.45,0.45,0,1,0.5,Fairly closely,LA
1,1,0.2,1,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0,-0.833333333,0,0,1,0,0,1,51,West,0,1,0,0,1,0,0,0,0,0,0,0,1,0.85,0.1,1,0,1,Fairly closely,CA
1,0.5,1,0.45,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0,0,0,0,1,0,1,0,27,Northeast,0,1,0,0,1,0,0,0,0,0,0,0.5,2,0.25,0.5,0,1,1,Not closely at all,NY
1,0.5,0,0.5,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.125,0.25,0,0,0,1,0,0,1,67,West,0,0,0,0,0,0,0,0,0,0,1,0.333333333,3,0.8,0.1,1,0,0.5,Not too closely,CA
1,0.5,0.2,0.5,0,0,1,0,0,0,0,0,0,No Story,1,0.25,0,1,0,0,1,0,0,62,Northeast,0,1,0,0,1,0,0,0,1,0,0,1,7,0.35,0.35,0,1,NA,Fairly closely,VT
0,0.25,0.4,0.75,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0,0,1,0,0,1,0,0,59,West,0,0,1,0,0,0,0,0,0,1,0,0.666666667,6,0.3,0.1,0,0,0.5,Fairly closely,ID
1,1,1,0.725,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0.5,0,0,0,1,0,0,1,55,West,0,0,0,0,0,0,0,0,0,1,0,0.166666667,2,0.75,0.2,1,1,0.75,Not too closely,CA
0,0.5,0,0.475,1,0,0,0,0,1,0,1,0,Sympathetic White,0.875,0,-0.166666667,1,0,0,1,0,0,37,South,0,0,1,0,0,0,0,0,0,1,0,0.666666667,6,0.6,0.2,0,1,0.25,Not closely at all,GA
1,0.75,0.4,0.175,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0.5,0,0,0,1,0,0,1,69,West,1,0,0,0,1,0,0,0,0,0,0,0.333333333,3,0.4,0.4,0,1,0.25,Not too closely,AK
1,0.75,0,0.45,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,1,0,0,1,0,1,0,0,30,West,1,0,0,0,0,1,0,0,0,0,0,1,4,0.33,0.32,0,1,0,Fairly closely,NV
0,0.25,0,0.075,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0,0.5,1,0,0,1,0,0,57,South,0,0,1,0,0,0,0,0,0,0,0,1,7,0.3,0.6,0,1,0,Not closely at all,TN
1,0.75,0.4,0.675,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,0,0,1,0,0,1,0,0,32,West,0,1,0,0,0,1,0,0,0,0,0,0.833333333,6,0.9,0.08,1,0,0,Fairly closely,AZ
1,0.75,0.2,0.55,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0,0,0,0,1,0,0,1,43,South,0,0,0,1,0,0,1,0,0,0,0,0,2,0.7,0.2,1,1,0.75,Not too closely,FL
1,1,1,0.65,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,0,0,0,1,0,0,1,37,South,0,0,1,0,0,0,0,0,0,1,0,0.333333333,2,0.75,0.15,1,1,0.75,Not too closely,AL
1,0.75,0.2,0.475,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.25,0,0,0,1,0,0,1,70,West,0,1,0,0,1,0,0,0,1,0,0,0.166666667,1,0.5,0.35,0,1,0.25,Not too closely,ID
1,1,0,0.75,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,0,0,1,0,0,0,1,57,Midwest,0,0,1,0,1,0,0,0,0,0,0,0.166666667,4,0.5,0.5,0,1,0.75,Fairly closely,OH
1,0.5,0.2,0.35,1,0,0,0,0,1,0,1,0,Sympathetic White,0.25,0.5,0.333333333,1,0,0,1,0,0,64,West,0,0,0,1,0,0,0,0,0,1,0,0.833333333,6,0.35,0.45,0,1,0.5,Not too closely,AZ
0,0,0,0.325,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0.75,0.166666667,0,1,0,1,0,0,60,West,1,0,0,0,0,0,1,0,0,0,0,0.833333333,4,0.34,0.46,0,1,0,Not closely at all,AZ
1,0.75,0,0.55,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.125,0.5,0,0,0,1,0,0,1,25,Midwest,0,0,1,0,1,0,0,0,1,0,0,0.166666667,2,0.6,0.2,0,1,0.75,Fairly closely,IL
1,0.5,0.6,0.7,0,0,1,0,0,0,0,0,0,No Story,0.5,0,0,NA,NA,NA,0,0,1,65,Midwest,0,1,0,0,1,0,0,0,1,0,0,0.166666667,NA,0.33,0.33,0,1,NA,Not too closely,MN
1,0.25,0,0.55,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0.5,0,1,0,0,1,0,0,35,Midwest,0,0,1,0,1,0,0,0,1,0,0,0.833333333,6,0.75,0.1,1,0,0.75,Not closely at all,WI
1,1,0.6,0.825,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.125,0.5,0,0,0,1,0,0,1,65,Midwest,0,0,1,0,1,0,0,1,0,0,0,0,3,0.3,0.4,0,1,1,Very closely,IA
0,0.25,0.2,0.5,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0.5,0,0,0,1,1,0,0,70,Northeast,0,0,1,0,0,0,0,0,0,0,1,1,3,0.4,0.35,0,1,0.25,Not too closely,NJ
1,0.75,0.4,0.6,0,0,1,0,0,0,0,0,0,No Story,0.25,0,0,1,0,0,0,0,1,29,West,0,0,1,0,0,0,0,0,0,0,1,0.333333333,5,0.8,0.06,1,0,NA,Not too closely,CA
0,0.25,0,0.775,0,0,1,0,0,0,0,0,0,No Story,1,0,0,0,0,1,1,0,0,65,Midwest,0,0,1,0,1,0,0,1,0,0,0,1,3,0.5,0.4,0,1,NA,Not too closely,MN
1,0.75,0.2,0.575,0,0,1,0,0,0,0,0,0,No Story,0.75,0.75,0,1,0,0,1,0,0,51,West,1,0,0,0,1,0,0,1,0,0,0,0.833333333,5,0.35,0.35,0,1,NA,Not too closely,CA
1,0.75,0.6,0.9,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0.5,0,0,0,1,0,0,1,69,Northeast,0,1,0,0,0,0,0,0,0,0,0,0.166666667,2,0.1,0.25,0,1,0.75,Not too closely,RI
1,0.75,0.8,0.675,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,0,0,0,1,0,0,1,70,Midwest,0,0,0,1,1,0,0,0,0,1,0,0.166666667,3,0.25,0.55,0,1,1,Fairly closely,KS
1,0.5,0.6,0.425,1,0,0,0,0,1,0,1,0,Sympathetic White,0.125,0.25,0,0,0,1,0,0,1,54,Northeast,0,0,0,0,0,0,0,0,0,1,0,0.166666667,3,0.8,0.18,1,1,1,Fairly closely,MA
0,0.5,0.2,0.475,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0,0,0,0,1,1,0,0,55,South,0,0,1,0,0,0,1,0,0,0,0,1,3,0.4,0.4,0,1,0.5,Fairly closely,AL
0,0.5,0,0.5,0,0,1,0,0,0,0,0,0,No Story,1,0,0,0,1,0,1,0,0,25,South,0,1,0,0,0,0,0,1,0,0,0,0.833333333,4,0.4,0.4,0,1,NA,Fairly closely,LA
1,0.5,1,0.675,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.625,0.5,0,0,1,0,1,0,0,70,Northeast,0,1,0,0,1,0,0,0,0,0,0,0.833333333,4,0.3,0.35,0,1,0.5,Not too closely,NY
1,0.75,0.4,0.85,0,0,1,0,0,0,0,0,0,No Story,0,0.5,0,0,0,1,0,0,1,38,Northeast,1,0,0,0,0,0,1,0,0,0,0,0.333333333,3,0.45,0.25,0,1,NA,Not too closely,VT
1,0.75,0.6,0.675,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0.25,0,1,0,0,1,0,0,70,South,0,0,0,1,0,0,0,0,0,1,0,1,6,0.8,0.1,1,0,0.5,Not too closely,TN
0,0.25,0,0.4,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.875,0,0.333333333,0,0,1,1,0,0,64,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.666666667,2,0.6,0.2,0,1,0,Not too closely,MN
1,1,0.2,0.55,1,0,0,0,0,1,0,1,0,Sympathetic White,0.875,0.75,-0.166666667,1,0,0,1,0,0,64,South,1,0,0,0,0,0,0,0,1,0,0,1,5,0.65,0.2,1,1,0.5,Not too closely,FL
0,0.5,0,0.8,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.625,0,0,1,0,0,1,0,0,60,West,0,1,0,0,0,0,0,0,0,1,0,0.666666667,6,0.3,0.4,0,1,0.5,Not closely at all,ID
1,0.75,0.2,0.65,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,0.25,0,0,0,1,0,0,1,49,Northeast,0,0,1,0,0,0,0,0,0,0,1,0.333333333,3,0.4,0.35,0,1,0.75,Fairly closely,RI
0,0.25,0,0,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0.5,0,1,0,0,1,0,0,82,South,0,0,0,0,1,0,0,1,0,0,0,1,6,0.4,0.4,0,1,0,Not too closely,GA
1,0.75,0.6,0.625,1,0,0,0,0,1,0,1,0,Sympathetic White,0.875,0,0,1,0,0,1,0,0,53,Midwest,1,0,0,0,0,0,0,0,1,0,0,1,7,0.75,0.15,1,1,0.75,Very closely,MI
1,0.75,0.4,0.95,0,0,1,0,0,0,0,0,0,No Story,0,0,0,0,0,1,0,0,1,30,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.333333333,3,0.54,0.3,0,1,NA,Not too closely,KS
1,0.5,0.2,0.525,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.25,0,0,1,0,0,0,1,74,West,0,0,1,0,1,0,0,1,0,0,0,0.333333333,4,0.75,0.15,1,1,0.25,Not closely at all,NV
1,1,0.6,0.575,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.5,0,0,0,1,0,0,1,35,Northeast,0,0,1,0,1,0,0,1,0,0,0,0.333333333,1,0.5,0.4,0,1,0.75,Fairly closely,NY
1,1,0.6,0.925,0,0,1,0,0,0,0,0,0,No Story,0.25,0.5,0,0,0,1,0,0,1,62,South,0,0,1,0,1,0,0,0,0,1,0,0,1,0.5,0.3,0,1,NA,Fairly closely,TX
1,1,0.6,0.875,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.625,0.5,0,0,0,1,0,1,0,60,Northeast,0,0,1,0,1,0,0,0,1,0,0,0.5,2,0.3,0.5,0,1,0.75,Fairly closely,NY
1,0.5,0.6,0.675,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,0.5,0,1,0,0,0,1,0,75,Northeast,0,0,1,0,0,0,1,0,0,0,0,0.5,5,0.3,0.4,0,1,0.75,Not too closely,PA
1,1,0.2,0.725,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0.25,0,0,0,1,0,0,1,31,Midwest,0,1,0,0,0,1,0,0,0,0,0,0,2,0.6,0.2,0,1,0.5,Not closely at all,KS
1,1,0.8,0.95,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0,0.166666667,1,0,0,1,0,0,61,Midwest,0,0,1,0,1,0,0,0,1,0,0,0.833333333,6,0.4,0.2,0,1,0.75,Very closely,MI
1,0.75,0.4,0.225,0,0,1,0,0,0,0,0,0,No Story,0.625,0.5,0,0,1,0,1,0,0,38,South,0,1,0,0,1,0,1,0,0,0,0,0.666666667,4,0.2,0.4,0,1,NA,Not too closely,GA
1,0.5,0.6,0.725,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0.5,0.333333333,1,0,0,1,0,0,71,West,0,0,0,1,0,0,0,0,0,0,1,0.666666667,6,0.6,0.15,0,1,0.75,Fairly closely,CA
1,0.75,0.2,0.8,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,0.25,0,1,0,0,0,1,0,35,South,0,0,1,0,0,0,1,0,0,0,0,0.5,5,0.64,0.12,1,1,0.5,Not too closely,DE
0,0.5,0.2,0.5,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.5,0,0,0,0,1,1,0,0,45,Midwest,0,0,0,1,0,0,0,1,0,0,0,0.666666667,3,0.6,0.2,0,1,0.5,Not too closely,WI
1,0.5,0.2,0.4,0,0,1,0,0,0,0,0,0,No Story,0.375,0.25,0,0,0,1,0,0,1,58,South,0,0,1,0,1,0,0,1,0,0,0,0.166666667,2,0.5,0.5,0,1,NA,Not too closely,FL
1,0.5,0.4,0.975,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.25,0,0,1,0,1,0,0,40,West,0,0,1,0,1,0,0,0,1,0,0,0.666666667,4,0.64,0.12,1,1,1,Fairly closely,NV
0,0.25,0,0.45,0,0,1,0,0,0,0,0,0,No Story,0.75,1,0,1,0,0,1,0,0,84,South,0,1,0,0,1,0,0,1,0,0,0,0.833333333,6,0.35,0.6,0,1,NA,Not too closely,MS
1,0.75,0.4,0.725,1,0,0,0,0,1,0,1,0,Sympathetic White,0.25,1,0,0,1,0,0,1,0,74,Midwest,0,0,1,0,1,0,0,0,1,0,0,0.5,4,0.5,0.5,0,1,1,Fairly closely,MN
1,0.75,0.2,0.775,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,0,0,0,1,0,0,1,68,South,0,0,0,1,1,0,0,0,0,0,0,0,2,0.35,0.45,0,1,1,Fairly closely,TX
1,0.75,0,0.5,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.625,0.25,0,0,1,0,0,0,1,74,Midwest,0,0,0,1,1,0,1,0,0,0,0,0.166666667,4,0.33,0.51,0,1,0.25,Fairly closely,OH
1,0.5,0.2,0.5,0,0,1,0,0,0,0,0,0,No Story,0.25,0,0,0,1,0,0,1,0,50,West,0,0,0,1,0,0,0,0,0,0,1,0.5,4,0.75,0.1,1,0,NA,Fairly closely,CA
0,0.25,0.4,0.575,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.875,0.75,0,1,0,0,1,0,0,63,Midwest,0,0,0,1,1,0,0,0,0,0,1,0.833333333,6,0.3,0.45,0,1,0.75,Not too closely,IL
1,1,0.2,0.35,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.5,0.25,0.333333333,0,1,0,1,0,0,27,South,0,1,0,0,1,0,0,1,0,0,0,0.833333333,4,0.4,0.48,0,1,0.5,Not too closely,OK
1,0.75,0.2,0.675,0,0,1,0,0,0,0,0,0,No Story,0.5,0.75,0.166666667,1,0,0,1,0,0,56,Northeast,0,1,0,0,1,0,1,0,0,0,0,0.833333333,6,0.8,0.1,1,0,NA,Not too closely,CT
